person,category,type,description,text
Georg_Kuphaldt,architect,Z,German landscape architect and dendrologist,"['Georg Friedrich Ferdinand Kuphaldt (Latvian: Georgs Frīdrīhs Ferdinands Kūfalts) (6 June 1853 in Plön, Holstein – 14 April 1938 in Berlin, Germany) was an influential German landscape architect, gardener and dendrologist of the Russian Empire.At the age of 27, Kuphaldt was promoted to the perhaps most prestigeful position in his career as director of the city gardens and parks in Riga.', ""The following almost 35 years he was in charge of establishing and developing the newly created administration of the city's gardens and parks, of which structures has been preserved until today."", 'In the period from 1880 to 1914 he was also involved in planning parks and gardens throughout the Russian Empire.', 'Some of the most renowned works of Kuphaldt are the gardens of the Winter Palace and Oranienbaum in Saint Petersburg as well as locations in Nizhny Novgorod, Dagomys in Sochi, Tsarskoye Selo and Catharinenthal Palace in Reval (now Tallinn).']"
Paul_Bonatz,architect,Z,German architect,"['Paul Bonatz (6 December 1877 – 20 December 1956) was a German architect, member of the Stuttgart School and professor at the technical university in that city during part of World War II, and from 1954 until his death.', 'He worked in many styles, but most often in a simplified neo-Romanesque, and designed important public buildings both in the Weimar Republic and under the Third Reich, including major bridges for the new autobahns.', 'In 1943 he designed several buildings in Turkey, returning to Stuttgart in 1954.', 'Bonatz was born in Solgne, Alsace-Lorraine, then German Empire.', 'In 1900, he finished his studies of architecture at the Technical University of Munich.']"
Florian_Schwarthoff,architect,Z,German hurdler,"['Florian Schwarthoff (born May 7, 1968 in Dortmund) is a former German hurdler best known for winning a bronze medal at the 1996 Summer Olympics.', 'Schwarthoff had his best season in 1995 when set a new German record of 13.05 sec.', 'in Bremen.', 'He was expected to compete for a silver or bronze medal at the World Championships in Gothenburg behind the overwhelming favourite Allen Johnson from the United States.', 'However, Schwarthoff did not finish the semi-final as he fell over a hurdle.']"
Stefaan_De_Clerck,politician,Z,Flemish politician; former mayor of Kortrijk,"['Stefaan Maria Joris Yolanda De Clerck (born 12 December 1951) is a Belgian politician and former Minister of Justice of Belgium.', 'He was Minister of Justice from 1995 until 1998 as well, when he resigned following the escape from prison of Marc Dutroux.', 'He has served as chairman of Christian Democratic and Flemish party and held a seat in the Belgian Chamber of Representatives.', 'De Clerck was mayor of Kortrijk.', 'Regarding re-instituting the death penalty in Belgium after the ""Joker"" murders of 2009, GlobalPost quotes De Clerck as saying: ""That is not something for our times.']"
Patrick_Janssens,politician,Z,Flemish politician; former mayor of Antwerp,"['Patrick Janssens  is a former Belgian politician, born on 19 September 1956.', 'He was a member of the SP.a and the former mayor of the port city Antwerp.', 'He studied ""Political and Social Sciences"" and ""Applied Economic Sciences"" (both Masters) at the University of Antwerp and Statistics at the London School of Economics.', 'From 1979 to 1985 he was an assistant in the Department of Sociology and Social Policy at the University of Antwerp, first of Jan Vranken (with whom he wrote the first National Report on Poverty in Belgium, within the framework of the First European Anti-Poverty Programme) and then of Herman Deleeck.', 'From 1985 to 1989, he ran a market research agency (Dimarso) after which he undertook several positions at the marketing agency VVL/BBDO until 1999.']"
Daniël_Termont,politician,Z,Mayor of Ghent,"['Daniël Termont (born 19 May 1953) is a Belgian politician, member of the Socialist Party and former mayor of Ghent, Belgium.', 'He was the son of shopkeepers who lived in Mariakerke.', ""His mother's family was strongly socialistically engaged."", 'In 1971, Daniel obtained a degree in accounting at the Stedelijk Instituut voor Handel en Secretariaat.', 'He did his military service as from April 1972 until April 1973 and worked later on for ten years as a federal charge of LTA (Mutuality of Young Workers), the youth organization of the Socialist Unions at that time.']"
"Robert_Baden-Powell,_1st_Baron_Baden-Powell",politician,Z,"lieutenant-general in the British Army, writer, founder and Chief Scout of the Scout Movement (1857-1941)","['Lieutenant General Robert Stephenson Smyth Baden-Powell, 1st Baron Baden-Powell,  ( BAY-dən POH-əl; 22 February 1857 – 8 January 1941), was a British Army officer, writer, founder and first Chief Scout of the world-wide Scout Movement, and founder, with his sister Agnes, of the world-wide Girl Guide / Girl Scout Movement.', 'Baden-Powell authored the first editions of the seminal work Scouting for Boys, which was an inspiration for the Scout Movement.Educated at Charterhouse School, Baden-Powell served in the British Army from 1876 until 1910 in India and Africa.', 'In 1899, during the Second Boer War in South Africa, Baden-Powell successfully defended the town in the Siege of Mafeking.', 'Several of his books, written for military reconnaissance and scout training in his African years, were also read by boys.', 'In August 1907, he held a demonstration camp, the Brownsea Island Scout camp, which is now seen as the beginning of Scouting.']"
Paul_Doumer,politician,Z,French statesman (1857-1932),"['Joseph Athanase Doumer, commonly known as Paul Doumer (French pronunciation: \u200b[pɔl dumɛːʀ]; 22 March 1857 – 7 May 1932), was the President of France from 13 June 1931 until his assassination on 7 May 1932.', 'Joseph Athanase Doumer was born in Aurillac, in the Cantal département, in France on  22 March 1857, into a family of modest means.', 'Alumnus of the Conservatoire National des Arts et Métiers, he became a professor of mathematics at Mende in 1877.', 'In 1878 Doumer married Blanche Richel, whom he had met at college.', 'They had eight children, four of whom were killed in the First World War (including the French air ace René Doumer).']"
Jean_Jaurès,politician,Z,French / Occitan Socialist leader (1859-1914),"['Auguste Marie Joseph Jean Léon Jaurès (3 September 1859 – 31 July 1914), commonly referred to as Jean Jaurès (French: [ʒɑ̃ ʒɔʁɛs]), was a French Socialist leader.', ""Initially a moderate republican, he was later one of the first social democrats, becoming the leader, in 1902, of the French Socialist Party, which opposed Jules Guesde's revolutionary Socialist Party of France."", ""The two parties merged in 1905 in the French Section of the Workers' International (SFIO)."", 'An antimilitarist, Jaurès was assassinated at the outbreak of World War I, and remains one of the main historical figures of the French Left.', 'Jaurès was a heterodox Marxist: he rejected the dictatorship of the proletariat and tried to conciliate idealism and materialism, individualism and collectivism, democracy and class struggle, patriotism and internationalism.']"
Nitobe_Inazō,politician,Z,"Japanese author, educator, agricultural economist, diplomat, politician","['Nitobe Inazō (新渡戸 稲造, September 1, 1862 – October 15, 1933) was a Japanese author, educator, agricultural economist, diplomat, politician, and Christian during the pre-World War II period.', 'Nitobe was born in Morioka, Mutsu Province (present-day Iwate Prefecture).', 'His father Nitobe Jūjirō was a retainer to the local daimyō of the Nanbu clan.', 'His grandfather is Nitobe Tsutō.', 'His great-grandfather is Nitobe Denzō (Koretami).']"
"Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood",politician,Z,"lawyer, politician and diplomat in the United Kingdom (1864-1958)","['Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood,  (14 September 1864 – 24 November 1958), known as Lord Robert Cecil from 1868 to 1923, was a British lawyer, politician and diplomat.', 'He was one of the architects of the League of Nations and a defender of it, whose service to the organisation saw him awarded the Nobel Peace Prize in 1937.', 'Cecil was born at Cavendish Square, London, the sixth child and third son of Robert Gascoyne-Cecil, 3rd Marquess of Salisbury, three times prime minister, and Georgina, daughter of Sir Edward Hall Alderson.', 'He was the brother of James Gascoyne-Cecil, 4th Marquess of Salisbury, Lord William Cecil, Lord Edward Cecil and Lord Quickswood and the cousin of Arthur Balfour.', 'He was educated at home until he was thirteen and then spent four years at Eton College.']"
Maxim_Gorky,politician,Z,Russian and Soviet writer (1868-1936),"['Alexei Maximovich Peshkov (Russian: Алексе́й Макси́мович Пешко́в or Пе́шков; 28 March [O.S.', '16 March] 1868 – 18 June 1936), primarily known as Maxim Gorky (Russian: Макси́м Го́рький), was a Russian and Soviet writer, a founder of the socialist realism literary method, and a political activist.', 'He was also a five-time nominee for the Nobel Prize in Literature.', 'Prior to his renown as an author, he frequently changed jobs and roamed across the Russian Empire; these experiences would later influence his writing.', ""Gorky's most famous works were The Lower Depths (1902),  Twenty-six Men and a Girl (1899), The Song of the Stormy Petrel (1901), My Childhood (1913–1914), Mother (1906), Summerfolk (1904) and Children of the Sun (1905).""]"
Josep_Puig_i_Cadafalch,politician,Z,Catalan architect (1867-1957),"['Josep Puig i Cadafalch (Catalan: [ʒuˈzɛp ˈputʃ]; Mataró, 17 October 1867 – Barcelona, 21 December 1956) was a Catalan Spanish  Modernista architect who designed many significant buildings in Barcelona, and a politician who had a significant role in the development of Catalan institutions.', 'He was the architect of the Casa Martí (also known as ""Els Quatre Gats""), which became a place of ideas, projects and social gatherings for such well-known Catalans as Santiago Rusiñol and Ramon Casas.', ""Although Puig's style separated him significantly from his contemporary  Gaudí, their relations were neither tense nor problematic, as demonstrated by the participation of both architects in the construction of the Cafe Torino."", 'Another of his significant buildings was the Casa Terrades (also known as ""les Punxes""), which is known for its medieval castle style from the north of Europe.', 'Puig was actively involved in politics.']"
Willem_Drees,politician,Z,Dutch politician (1886-1988),"[""Willem Drees Sr. (Dutch pronunciation ; 5 July 1886 – 14 May 1988) was a Dutch politician of the defunct Social Democratic Workers' Party (SDAP) and later co-founder of the Labour Party (PvdA) and historian who served as Prime Minister of the Netherlands from 7 August 1948 to 22 December 1958.Drees studied Accounting at the Amsterdam Public Trade School obtaining an Bachelor of Accountancy degree and worked as a bank teller for the Twentsche Bank from July 1903 to July 1906 as a stenographer for Parliament from January 1907 until August 1919."", 'Drees was elected as a Member of the House of Representatives after the election of 1933, taking office on 9 May 1933 serving as a frontbencher and spokesperson for Social Affairs.', 'After Party Leader and Parliamentary leader Willem Albarda was appointed as Minister of Water Management in the Cabinet De Geer II Drees was selected as his successor on 10 August 1939.', 'Shortly after the German Invasion Party Leader Albarda announced he was stepping down and Drees was anonymously selected as his successor as Leader on 14 May 1940.', 'Following the end of World War II Drees was appointment as Deputy Prime Minister and Minister of Social Affairs in the national unity Cabinet Schermerhorn–Drees taking office on 25 June 1945.']"
Joan_Herrera_i_Torres,politician,Z,Spanish Catalan lawyer and politician,"['Joan Herrera i Torres (Barcelona, Spain, 29 January 1971) is a Spanish lawyer and politician from Catalonia.', 'He was the leader of the leftist party Iniciativa per Catalunya.', 'Herrera gained a law degree from the University of Barcelona, and specialises in issues of law and urban environment law, with a postgraduate degree at the Universitat Pompeu Fabra.', 'He began his political activism in the grouping Youth with Initiative (JIC) in the Barcelona district of Sant Martí.', 'In 1996, he began his career in politics when he was elected National Coordinator of JIC, a position he held until 2000.']"
Joan_Saura,politician,Z,Spanish politician,"['Joan Saura Laporta is a Green ICV Spanish politician in Catalonia.', 'He was born in Barcelona, Catalonia, in 1950.', ""He studied at the Escola d'Enginyeria Tècnica (Technical Engineering School), where he specialized in Industrial Chemistry."", ""In the beginning, he was devoted to the trade union and the neighbourhood: he enrolled into the Workers' Commissions (CCOO) in 1973, while he was working for the electrics company FECSA, and cofounded the La Florida Neighbourhood Association, in L'Hospitalet de Llobregat, 1974."", ""He became town councillor in L'Hospitalet de Llobregat for the Unified Socialist Party of Catalonia (PSUC) in the first democratic local elections in 1979, where he participated in the formation of the government, and remained a councillor until 1991.""]"
Małgorzata_Handzlik,politician,Z,Polish politician and MEP,"['Małgorzata Maria Handzlik (born 1 January 1965 in Bielsko-Biała) is a Polish politician and former Member of the European Parliament (MEP).', 'She was elected in 2004 and 2009 for the Civic Platform (Platforma Obywatelska, PO), and chose not to run for reelection in 2014.', 'She learned Esperanto in the 1980s during her travels with her husband Jerzy Handzlik, an Esperanto singer, writer, publisher, and teacher.', ""Apart from promoting her party's objectives, Handzlik has declared to stand in for multilingualism and equal linguistic rights for all citizens."", 'Handzlik is a fluent speaker of Esperanto and proposes to investigate the possible role of this language as a second language for all Europeans.']"
Cem_Özdemir,politician,Z,German politician,"['Cem Özdemir (German: [ˌdʒɛm ˈʔœzdɛmiːɐ̯], Turkish: [dʒæm ˈœzdemiɾ]; born 21 December 1965) is a German politician of the German political party Alliance 90/The Greens.', 'Between 2008 and 2018, Özdemir served as co-chair of the Green Party, together with Claudia Roth and later Simone Peter.', 'He has been a Member of the German Bundestag since 2013 and he was a Member of the German Bundestag between 1994 and 2002 and of the European Parliament between 2004 and 2009.', 'He was standing as one of the top two Greens candidates for the 2017 German federal election.', 'Since 2018, he has been serving as Chairman of the Committee on Transport.']"
Trevor_Sargent,politician,Z,Irish politician,"['Trevor Anthony Sargent (born 26 July 1960) is a minister of the Church of Ireland and a former Irish Green Party politician who served as Minister of State at the Department of Agriculture, Fisheries and Food from 2007 to 2010 and Leader of the Green Party from 2001 to 2007.', 'He served as a Teachta Dála (TD) for the Dublin North constituency from 1992 to 2011.', 'Sargent trained as a primary school teacher in the Church of Ireland College of Education.', 'In 1981, he started teaching in the Model School, Dunmanway, County Cork.', ""In 1983, he was appointed Principal of St George's National School, Balbriggan, County Dublin.""]"
Bertalan_Farkas,politician,Z,Hungarian cosmonaut,"['Bertalan Farkas (born August 2, 1949) is the first Hungarian cosmonaut, space explorer, fighter pilot.', 'The Hungarians were the seventh nation to be represented in space by him.', 'Following him, the Hungarian-American Károly Simonyi (Charles Simonyi) was the second Hungarian cosmonaut, the only one in the world, who was twice in space as space tourist who paid himself for the spaceflights.', 'The next Hungarian astronaut will travel to the International Space Station by 2025.', 'Farkas is the first Esperantist cosmonaut too.']"
Kris_Peeters,politician,Z,former Flemish minister president,"['Kris Peeters (Dutch: [ˈkrɪs ˈpeːtərs]; born 18 May 1962) is a Belgian politician of the Christian Democratic and Flemish who has been serving as vice-president of the European Investment Bank (EIB) since 2021.', 'Earlier in his career, he was Minister-President of Flanders (2007–2014), Deputy Prime Minister and Minister of Economy and Employment in the government of Prime Minister Charles Michel, and a Member of the European Parliament (2019–2021).', 'After attending secondary school in Boom, Peeters studied law in Antwerp and obtained a law degree in 1986.', 'In addition, he obtained a degree in taxation and accounting from Vlerick Business School in Ghent.', 'Peeters served from 1991 to 1994 as Director of the NCMV research department.']"
Tron_Øgrim,politician,Z,"Norwegian journalist, author and politician (1947-2007)","['Tron Øgrim (Norwegian pronunciation: [trun øɡrim]; 27 June 1947 – 23 May 2007) was a Norwegian journalist, author and politician.', ""He was active in Socialist Youth Union (later Red Youth) from 1965  to 1973, and a central figure in the Workers' Communist Party from 1973 to 1984."", 'In addition to being a politician, Øgrim was an author of political works and several science fiction novels.', 'He was notable for communicating in a non-standard eastern Oslo dialect, even where he might have been expected to use standardized Bokmål.', ""Born in Oslo, Norway, Øgrim was one of the most influential people in Norway's Marxist-Leninist movement in the sixties and seventies.""]"
Pelé,politician,Z,Brazilian association football player,"['Edson Arantes do Nascimento (Brazilian Portuguese: [ˈɛtsõ (w)ɐˈɾɐ̃tʃiz du nɐsiˈmẽtu]; born 23 October 1940), known as Pelé ([peˈlɛ]), is a Brazilian former professional footballer who played as a forward.', 'Regarded as one of the greatest players of all time and labelled ""the greatest"" by FIFA, he was among the most successful and popular sports figures of the 20th century.', 'During his playing days, Pelé was for a period the best-paid athlete in the world.', 'In 1999, Pelé was voted World Player of the Century by the International Federation of Football History & Statistics (IFFHS), and was one of the two joint winners of the FIFA Player of the Century.', 'That same year, Pelé was named Athlete of the Century by the International Olympic Committee and was included in the Time list of the 100 most important people of the 20th century.']"
Christopher_Loeak,politician,Z,president of the Marshall Islands,"['Christopher Jorebon Loeak  (born 11 November 1952) is a Marshallese politician who was the President of the Marshall Islands from 2012 to 2016.', 'He was elected by parliament as President in January 2012, following the 2011 general election.', 'Loeak was born on the Ailinglaplap Atoll on 11 November 1952.', 'He attended Marshall Islands High School before traveling to the United States to study at the Hawaii Pacific College and Gonzaga University School of Law.', 'Loeak is a native speaker of Marshallese and also speaks English.']"
Kessai_Note,politician,Z,former President of the Marshall Islands,"['Kessai Hesa Note (born August 7, 1950 in Ailinglaplap) was President of the Marshall Islands from 2000 to 2008.', 'Elected in 1979 alongside Litokwa Tomeing, Note is one of the two longest-serving members of Nitijeļā.', 'He was the Minister of Internal affairs from 1985 to 1986, and Minister of Transportation and communications from 1986 to 1987.', 'Having served as Speaker of the Nitijeļā since 1988, he was elected President in 2000.', 'Note is the first commoner, rather than an Iroijlaplap or traditional chief, to be elected to the Presidency.']"
Amata_Kabua,politician,Z,former President of the Marshall Islands (1928-1996),"['Amata Kabua (November 17, 1928 – December 20, 1996) was the first President of the Marshall Islands from 1979 to 1996 (five consecutive terms).', 'Amata Kabua was a scion of Marshallese Royalty.', 'Amata Kabua is the son of high chiefess Tarjikit of the Eastern (Ratak chain) and rumoured to be a Japanese administrator by his political opponents.', 'This was disputed by his father Lejolan Kabua.', 'However, by Marshallese custom of ""kujen loje"" (nobleman of birth) High Chief Lojelañ of the Ralik (Western) chain claimed Amata as his own in the same manner Loeak the Great adopted Lajore and Litilinej, probably because Laelan of Arno who is Dorothy Kabua\'s father was Kabua\'s biological child however under ""kujen loje"" Laelan of Arno was adopted by Takto just as Laelan Kabua of the Erroja clan was adopted by Kabua (Lebon) under the same tradition as was Leit who was claimed by Iroij Bwio Jiba.']"
Jurelang_Zedkaia,politician,Z,former President of the Marshall Islands (1950-2015),"['Iroijlaplap Jurelang Zedkaia (13 July 1950 – 7 October 2015) was a Marshallese politician and Iroijlaplap.', 'He served as the  President of the Marshall Islands from 2009 to 2012.', ""He was elected as the country's 5th head of state on October 26, 2009, following the ouster of his predecessor, Litokwa Tomeing, in the country's first successful vote of no confidence."", ""Zedkaia was the Iroijlaplap, or traditional paramount chief, of Majuro Atoll, which is the location of the country's capital, Arno and Mili atolls."", 'Before becoming president in 2009, Zedkaia was a five-term elected Senator in the Nitijela, or legislature.']"
Litokwa_Tomeing,politician,Z,former President of the Marshall Islands,"['Iroij Litokwa Tomeing (14 October 1939 – 12 October 2020) was the President of the Marshall Islands from January 2008 until October 2009.', 'Litokwa Tomeing was born on Wotje Atoll, in the Japanese-administered Marshall Islands, on October 14, 1939.', 'From 1950 until 1954, Tomeing attended the Catholic Elementary School, first in Likiep and then in Jaluit.In 1961, Tomeing graduated from PIC High School in Pohnpei.', 'He studied at the University of Hawaii from 1970 until 1972 on an extension program.', 'Tomeing and his wife, Arlin, had seven children and several grandchildren.Litokwa died on 12 October 2020, in Springdale, Arkansas, due to COVID-19.']"
Imata_Kabua,politician,Z,former President of the Marshall Islands (1943-2019),"['Imata Jabro Kabua (20 May 1943 – 18 September 2019) was a Marshallese politician, who served as the President of the Marshall Islands from 14 January 1997 to 10 January 2000.', 'He became the Iroijlaplap of Kwajalein after the death of his cousin, Amata Kabua.', 'Class valedictorian at Harvard, Kabua finished his post doctoral work at the Massachusetts Institute of Technology and held a law degree from Stanford University.', '[1].', 'The Contemporary Pacific.']"
Pierre-Alain_Muet,politician,Z,member of the National Assembly of France,"['Pierre-Alain Muet (born 1 January 1945 in Lyon) was a member of the National Assembly of France.', 'He represented the Rhône department from 2007 to 2017,  as a member of the Socialiste, radical, citoyen et divers gauche.']"
Jean-Louis_Touraine,politician,Z,member of the National Assembly of France,"['Jean-Louis Touraine (born 8 October 1945) is a French medical teacher and politician of La République En Marche!', '(REM), he has been a member of the National Assembly for the Rhône department (3rd constituency) since 2007.', 'Touraine was a member of the Socialist Party (PS) until 2017.', 'In parliament, Touraine has been serving on the Committee on Social Affairs since 2010.', ""In this capacity, he has been the parliament's rapporteur on a bioethics law extending to homosexual and single women free access to fertility treatments such as in vitro fertilisation (IVF) under France's national health insurance.In 2020, Touraine joined En commun (EC), a group within LREM led by Barbara Pompili.""]"
Pascale_Crozon,politician,Z,member of the National Assembly of France,"['Pascale Crozon (born 20 May 1944 in Morillon, Haute-Savoie) was a member of the National Assembly of France.', 'She represented the Rhône department,  and was a member of the Socialiste, radical, citoyen et divers gauche.']"
Marine_Le_Pen,politician,Z,French lawyer and politician,"['Marion Anne Perrine ""Marine"" Le Pen (French: [maʁin lə pɛn]; born 5 August 1968) is a French politician and lawyer who has been President of the National Rally (previously the National Front) since 2011.', 'She has been the member of the National Assembly for the 11th constituency of Pas-de-Calais since 2017.', 'She is the youngest daughter of former party leader Jean-Marie Le Pen and the aunt of former FN MP Marion Maréchal.', 'Le Pen joined the FN in 1986.', 'She was elected as a regional councillor of Nord-Pas-de-Calais (1998–2004; 2010–2015), Île-de-France (2004–2010) and Hauts-de-France (2015–present), a Member of European Parliament (2004–2017), as well as a municipal councillor of Hénin-Beaumont (2008–2011).']"
Galileo_Galilei,mathematician,Z,"Italian mathematician, physicist, philosopher and astronomer","[""Galileo di Vincenzo Bonaiuti de' Galilei (Italian: [ɡaliˈlɛːo ɡaliˈlɛi]; 15 February 1564 – 8 January 1642) was an Italian astronomer, physicist and engineer, sometimes described as a polymath, from Pisa."", 'Galileo has been called the ""father of observational astronomy"", the ""father of modern physics"", the ""father of the scientific method"", and the ""father of modern science"".Galileo studied speed and velocity, gravity and free fall, the principle of relativity, inertia, projectile motion and also worked in applied science and technology, describing the properties of pendulums and ""hydrostatic balances"".', 'He invented the thermoscope and various military compasses, and used the telescope for scientific observations of celestial objects.', ""His contributions to observational astronomy include telescopic confirmation of the phases of Venus, observation of the four largest satellites of Jupiter, observation of Saturn's rings, and analysis of sunspots."", ""Galileo's championing of Copernican heliocentrism (Earth rotating daily and revolving around the sun) met with opposition from within the Catholic Church and from some astronomers.""]"
Philipp_Ludwig_von_Seidel,mathematician,Z,German mathematician,"['Philipp Ludwig von Seidel ([fɔn ˈzaɪdəl]; 24 October 1821 in Zweibrücken, Germany – 13 August 1896 in Munich, German Empire) was a German mathematician.', ""He was the son of Julie Reinhold and Justus Christian Felix Seidel.Lakatos credits von Seidel with discovering, in 1847, the crucial analytic concept of uniform convergence, while analyzing an incorrect proof of Cauchy's.In 1857, von Seidel decomposed the first order monochromatic aberrations into five constituent aberrations."", 'They are now commonly referred to as the five Seidel Aberrations.', 'The lunar crater Seidel is named after him.', 'His doctoral students include Eduard Study and Hermann Wiener.']"
Nicolaus_Copernicus,mathematician,Z,"Renaissance-era mathematician, astronomer, and clergyman who formulated the heliocentric model of the Universe","['Nicolaus Copernicus (; Polish: Mikołaj Kopernik; German: Niclas Koppernigk, modern: Nikolaus Kopernikus; 19 February 1473 – 24 May 1543) was a Renaissance-era mathematician, astronomer, and Catholic canon who formulated a model of the universe that placed the Sun rather than Earth at its center.', ""In all likelihood, Copernicus developed his model independently of Aristarchus of Samos, an ancient Greek astronomer who had formulated such a model some eighteen centuries earlier.The publication of Copernicus' model in his book De revolutionibus orbium coelestium (On the Revolutions of the Celestial Spheres), just before his death in 1543, was a major event in the history of science, triggering the Copernican Revolution and making a pioneering contribution to the Scientific Revolution.Copernicus was born and died in Royal Prussia, a region that had been part of the Kingdom of Poland since 1466."", 'A polyglot and polymath, he obtained a doctorate in canon law and was a mathematician, astronomer, physician, classics scholar, translator, governor, diplomat, and economist.', ""In 1517 he derived a quantity theory of money—a key concept in economics—and in 1519 he formulated an economic principle that later came to be called Gresham's law."", 'Nicolaus Copernicus was born on 19 February 1473 in the city of Toruń (Thorn), in the province of Royal Prussia, in the Crown of the Kingdom of Poland.His father was a merchant from Kraków and his mother was the daughter of a wealthy Toruń merchant.']"
André-Marie_Ampère,mathematician,Z,French physicist and mathematician,"['André-Marie Ampère (UK: , US: ; French: [ɑ̃pɛʁ]; 20 January 1775 – 10 June 1836) was a French physicist and mathematician who was one of the founders of the science of classical electromagnetism, which he referred to as ""electrodynamics"".', 'He is also the inventor of numerous applications, such as the solenoid (a term coined by him) and the electrical telegraph.', 'As an autodidact, Ampère was a member of the French Academy of Sciences and professor at the École polytechnique and the Collège de France.', 'The SI unit of measurement of electric current, the ampere, is named after him.', 'His name is also one of the 72 names inscribed on the Eiffel Tower.']"
Leonardo_da_Vinci,mathematician,Z,Italian Renaissance polymath (1452-1519),"['Leonardo da Vinci (15 April 1452 – 2 May 1519) was an Italian polymath of the High Renaissance who was active as a painter, draughtsman, engineer, scientist, theorist, sculptor and architect.', 'While his fame initially rested on his achievements as a painter, he also became known for his notebooks, in which he made drawings and notes on a variety of subjects, including anatomy, astronomy, botany, cartography, painting, and paleontology.', ""Leonardo's genius epitomized the Renaissance humanist ideal, and his collective works compose a contribution to later generations of artists matched only by that of his younger contemporary, Michelangelo.Born out of wedlock to a successful notary and a lower-class woman in, or near, Vinci, he was educated in Florence by the renowned Italian painter and sculptor Andrea del Verrocchio."", 'He began his career in the city, but then spent much time in the service of Ludovico Sforza in Milan.', 'Later, he worked in Florence and Milan again, as well as briefly in Rome, all while attracting a large following of imitators and students.']"
Isaac_Newton,mathematician,Z,British physicist and mathematician,"['Sir Isaac Newton  (25 December 1642 – 20 March 1726/27) was an English mathematician, physicist, astronomer, theologian, and author (described in his time as a ""natural philosopher"") who is widely recognised as one of the greatest mathematicians and most influential scientists of all time and as a key figure in the scientific revolution.', 'His book Philosophiæ Naturalis Principia Mathematica (Mathematical Principles of Natural Philosophy), first published in 1687, established classical mechanics.', 'Newton also made seminal contributions to optics, and shares credit with Gottfried Wilhelm Leibniz for developing the infinitesimal calculus.', 'In Principia, Newton formulated the laws of motion and universal gravitation that formed the dominant scientific viewpoint until it was superseded by the theory of relativity.', ""Newton used his mathematical description of gravity to derive Kepler's laws of planetary motion, account for tides, the trajectories of comets, the precession of the equinoxes and other phenomena, eradicating doubt about the Solar System's heliocentricity.""]"
Albert_Einstein,mathematician,Z,German-born theoretical physicist; developer of the theory of relativity (1879–1955),"['Albert Einstein ( EYEN-styne; German: [ˈalbɛʁt ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist, widely acknowledged to be one of the greatest physicists of all time.', 'Einstein is known for developing the theory of relativity, but he also made important contributions to the development of the theory of quantum mechanics.', 'Relativity and quantum mechanics are together the two pillars of modern physics.', 'His mass–energy equivalence formula E = mc2, which arises from relativity theory, has been dubbed ""the world\'s most famous equation"".', 'His work is also known for its influence on the philosophy of science.']"
Blaise_Pascal,mathematician,Z,"French mathematician, physicist, inventor, writer, and Christian philosopher","['Blaise Pascal ( pask-AL, also UK:  -\u2060AHL, PASK-əl, -\u2060al, US:  pah-SKAHL; French: [blɛz paskal]; 19 June 1623 – 19 August 1662) was a French mathematician, physicist, inventor, philosopher, writer and Catholic theologian.', 'He was a child prodigy who was educated by his father, a tax collector in Rouen.', ""Pascal's earliest mathematical work was on conic sections; he wrote a significant treatise on the subject of projective geometry at the age of 16."", 'He later corresponded with Pierre de Fermat on probability theory, strongly influencing the development of modern economics and social science.', ""In 1642, while still a teenager, he started some pioneering work on calculating machines (called Pascal's calculators and later Pascalines), establishing him as one of the first two inventors of the mechanical calculator.He also worked in the natural and applied sciences, where he made important contributions to the study of fluids, and clarified the concepts of pressure and vacuum by generalising the work of Evangelista Torricelli.""]"
Georg_Ohm,mathematician,Z,german physicist,"['Georg Simon Ohm (, German: [ˈɡeːɔʁk ˈʔoːm]; 16 March 1789 – 6 July 1854) was a German physicist and mathematician.', 'As a school teacher, Ohm began his research with the new electrochemical cell, invented by Italian scientist Alessandro Volta.', 'Using equipment of his own creation, Ohm found that there is a direct proportionality between the potential difference (voltage) applied across a conductor and the resultant electric current.', ""This relationship is known as Ohm's law."", 'Georg Simon Ohm was born into a Protestant family in Erlangen, Brandenburg-Bayreuth (then a part of the Holy Roman Empire), son to Johann Wolfgang Ohm, a locksmith and Maria Elizabeth Beck, the daughter of a tailor in Erlangen.']"
Eugenio_Calabi,mathematician,Z,Italian American mathematician,"['Eugenio Calabi (born 11 May 1923 in Milan, Italy) is an Italian-born American mathematician and the Thomas A. Scott Professor of Mathematics, Emeritus, at the University of Pennsylvania, specializing in differential geometry, partial differential equations and their applications.', 'Calabi was a Putnam Fellow as an undergraduate at the Massachusetts Institute of Technology in 1946.', 'He received his Ph.D. in mathematics from Princeton University in 1950 after completing a doctoral dissertation, titled ""Isometric complex analytic imbedding of Kahler manifolds"", under the supervision of Salomon Bochner.', 'He later obtained a professorship at the University of Minnesota.', 'In 1964, Calabi joined the mathematics faculty at the University of Pennsylvania.']"
