person,text,processed_text,description,processed_description,type,category
Jurelang_Zedkaia,"['Iroijlaplap Jurelang Zedkaia (13 July 1950 – 7 October 2015) was a Marshallese politician and Iroijlaplap.', 'He served as the  President of the Marshall Islands from 2009 to 2012.', ""He was elected as the country's 5th head of state on October 26, 2009, following the ouster of his predecessor, Litokwa Tomeing, in the country's first successful vote of no confidence."", ""Zedkaia was the Iroijlaplap, or traditional paramount chief, of Majuro Atoll, which is the location of the country's capital, Arno and Mili atolls."", 'Before becoming president in 2009, Zedkaia was a five-term elected Senator in the Nitijela, or legislature.']","[ 'iroijlaplap jurelang zedkaia ( 13 july 1950 – 7 october 2015 ) marshallese politician iroijlaplap . ' , 'he served president marshall islands 2009 2012 . ' , `` elected country 's 5th head state october 26 , 2009 , following ouster predecessor , litokwa tomeing , country 's first successful vote confidence . `` , `` zedkaia iroijlaplap , traditional paramount chief , majuro atoll , location country 's capital , arno mili atolls . `` , 'before becoming president 2009 , zedkaia five-term elected senator nitijela , legislature . ' ]",former President of the Marshall Islands (1950-2015),former president marshall islands ( 1950-2015 ),Z,politician
Litokwa_Tomeing,"['Iroij Litokwa Tomeing (14 October 1939 – 12 October 2020) was the President of the Marshall Islands from January 2008 until October 2009.', 'Litokwa Tomeing was born on Wotje Atoll, in the Japanese-administered Marshall Islands, on October 14, 1939.', 'From 1950 until 1954, Tomeing attended the Catholic Elementary School, first in Likiep and then in Jaluit.In 1961, Tomeing graduated from PIC High School in Pohnpei.', 'He studied at the University of Hawaii from 1970 until 1972 on an extension program.', 'Tomeing and his wife, Arlin, had seven children and several grandchildren.Litokwa died on 12 October 2020, in Springdale, Arkansas, due to COVID-19.']","[ 'iroij litokwa tomeing ( 14 october 1939 – 12 october 2020 ) president marshall islands january 2008 october 2009 . ' , 'litokwa tomeing born wotje atoll , japanese-administered marshall islands , october 14 , 1939 . ' , 'from 1950 1954 , tomeing attended catholic elementary school , first likiep jaluit.in 1961 , tomeing graduated pic high school pohnpei . ' , 'he studied university hawaii 1970 1972 extension program . ' , 'tomeing wife , arlin , seven children several grandchildren.litokwa died 12 october 2020 , springdale , arkansas , due covid-19 . ' ]",former President of the Marshall Islands,former president marshall islands,Z,politician
Imata_Kabua,"['Imata Jabro Kabua (20 May 1943 – 18 September 2019) was a Marshallese politician, who served as the President of the Marshall Islands from 14 January 1997 to 10 January 2000.', 'He became the Iroijlaplap of Kwajalein after the death of his cousin, Amata Kabua.', 'Class valedictorian at Harvard, Kabua finished his post doctoral work at the Massachusetts Institute of Technology and held a law degree from Stanford University.', '[1].', 'The Contemporary Pacific.']","[ 'imata jabro kabua ( 20 may 1943 – 18 september 2019 ) marshallese politician , served president marshall islands 14 january 1997 10 january 2000 . ' , 'he became iroijlaplap kwajalein death cousin , amata kabua . ' , 'class valedictorian harvard , kabua finished post doctoral work massachusetts institute technology held law degree stanford university . ' , ' [ 1 ] . ' , 'the contemporary pacific . ' ]",former President of the Marshall Islands (1943-2019),former president marshall islands ( 1943-2019 ),Z,politician
Pierre-Alain_Muet,"['Pierre-Alain Muet (born 1 January 1945 in Lyon) was a member of the National Assembly of France.', 'He represented the Rhône department from 2007 to 2017,  as a member of the Socialiste, radical, citoyen et divers gauche.']","[ 'pierre-alain muet ( born 1 january 1945 lyon ) member national assembly france . ' , 'he represented rhône department 2007 2017 , member socialiste , radical , citoyen et divers gauche . ' ]",member of the National Assembly of France,member national assembly france,Z,politician
Jean-Louis_Touraine,"['Jean-Louis Touraine (born 8 October 1945) is a French medical teacher and politician of La République En Marche!', '(REM), he has been a member of the National Assembly for the Rhône department (3rd constituency) since 2007.', 'Touraine was a member of the Socialist Party (PS) until 2017.', 'In parliament, Touraine has been serving on the Committee on Social Affairs since 2010.', ""In this capacity, he has been the parliament's rapporteur on a bioethics law extending to homosexual and single women free access to fertility treatments such as in vitro fertilisation (IVF) under France's national health insurance.In 2020, Touraine joined En commun (EC), a group within LREM led by Barbara Pompili.""]","[ 'jean-louis touraine ( born 8 october 1945 ) french medical teacher politician la république en marche ! ' , ' ( rem ) , member national assembly rhône department ( 3rd constituency ) since 2007 . ' , 'touraine member socialist party ( ps ) 2017 . ' , 'in parliament , touraine serving committee social affairs since 2010 . ' , `` capacity , parliament 's rapporteur bioethics law extending homosexual single women free access fertility treatments vitro fertilisation ( ivf ) france 's national health insurance.in 2020 , touraine joined en commun ( ec ) , group within lrem led barbara pompili . '' ]",member of the National Assembly of France,member national assembly france,Z,politician
Pascale_Crozon,"['Pascale Crozon (born 20 May 1944 in Morillon, Haute-Savoie) was a member of the National Assembly of France.', 'She represented the Rhône department,  and was a member of the Socialiste, radical, citoyen et divers gauche.']","[ 'pascale crozon ( born 20 may 1944 morillon , haute-savoie ) member national assembly france . ' , 'she represented rhône department , member socialiste , radical , citoyen et divers gauche . ' ]",member of the National Assembly of France,member national assembly france,Z,politician
Marine_Le_Pen,"['Marion Anne Perrine ""Marine"" Le Pen (French: [maʁin lə pɛn]; born 5 August 1968) is a French politician and lawyer who has been President of the National Rally (previously the National Front) since 2011.', 'She has been the member of the National Assembly for the 11th constituency of Pas-de-Calais since 2017.', 'She is the youngest daughter of former party leader Jean-Marie Le Pen and the aunt of former FN MP Marion Maréchal.', 'Le Pen joined the FN in 1986.', 'She was elected as a regional councillor of Nord-Pas-de-Calais (1998–2004; 2010–2015), Île-de-France (2004–2010) and Hauts-de-France (2015–present), a Member of European Parliament (2004–2017), as well as a municipal councillor of Hénin-Beaumont (2008–2011).']","[ 'marion anne perrine `` marine '' le pen ( french : [ maʁin lə pɛn ] ; born 5 august 1968 ) french politician lawyer president national rally ( previously national front ) since 2011 . ' , 'she member national assembly 11th constituency pas-de-calais since 2017 . ' , 'she youngest daughter former party leader jean-marie le pen aunt former fn mp marion maréchal . ' , 'le pen joined fn 1986 . ' , 'she elected regional councillor nord-pas-de-calais ( 1998–2004 ; 2010–2015 ) , île-de-france ( 2004–2010 ) hauts-de-france ( 2015–present ) , member european parliament ( 2004–2017 ) , well municipal councillor hénin-beaumont ( 2008–2011 ) . ' ]",French lawyer and politician,french lawyer politician,Z,politician
Galileo_Galilei,"[""Galileo di Vincenzo Bonaiuti de' Galilei (Italian: [ɡaliˈlɛːo ɡaliˈlɛi]; 15 February 1564 – 8 January 1642) was an Italian astronomer, physicist and engineer, sometimes described as a polymath, from Pisa."", 'Galileo has been called the ""father of observational astronomy"", the ""father of modern physics"", the ""father of the scientific method"", and the ""father of modern science"".Galileo studied speed and velocity, gravity and free fall, the principle of relativity, inertia, projectile motion and also worked in applied science and technology, describing the properties of pendulums and ""hydrostatic balances"".', 'He invented the thermoscope and various military compasses, and used the telescope for scientific observations of celestial objects.', ""His contributions to observational astronomy include telescopic confirmation of the phases of Venus, observation of the four largest satellites of Jupiter, observation of Saturn's rings, and analysis of sunspots."", ""Galileo's championing of Copernican heliocentrism (Earth rotating daily and revolving around the sun) met with opposition from within the Catholic Church and from some astronomers.""]","[ `` galileo di vincenzo bonaiuti de ' galilei ( italian : [ ɡaliˈlɛːo ɡaliˈlɛi ] ; 15 february 1564 – 8 january 1642 ) italian astronomer , physicist engineer , sometimes described polymath , pisa . `` , 'galileo called `` father observational astronomy '' , `` father modern physics '' , `` father scientific method '' , `` father modern science '' .galileo studied speed velocity , gravity free fall , principle relativity , inertia , projectile motion also worked applied science technology , describing properties pendulums `` hydrostatic balances '' . ' , 'he invented thermoscope various military compasses , used telescope scientific observations celestial objects . ' , `` contributions observational astronomy include telescopic confirmation phases venus , observation four largest satellites jupiter , observation saturn 's rings , analysis sunspots . `` , `` galileo 's championing copernican heliocentrism ( earth rotating daily revolving around sun ) met opposition within catholic church astronomers . '' ]","Italian mathematician, physicist, philosopher and astronomer","italian mathematician , physicist , philosopher astronomer",Z,mathematician
Philipp_Ludwig_von_Seidel,"['Philipp Ludwig von Seidel ([fɔn ˈzaɪdəl]; 24 October 1821 in Zweibrücken, Germany – 13 August 1896 in Munich, German Empire) was a German mathematician.', ""He was the son of Julie Reinhold and Justus Christian Felix Seidel.Lakatos credits von Seidel with discovering, in 1847, the crucial analytic concept of uniform convergence, while analyzing an incorrect proof of Cauchy's.In 1857, von Seidel decomposed the first order monochromatic aberrations into five constituent aberrations."", 'They are now commonly referred to as the five Seidel Aberrations.', 'The lunar crater Seidel is named after him.', 'His doctoral students include Eduard Study and Hermann Wiener.']","[ 'philipp ludwig von seidel ( [ fɔn ˈzaɪdəl ] ; 24 october 1821 zweibrücken , germany – 13 august 1896 munich , german empire ) german mathematician . ' , `` son julie reinhold justus christian felix seidel.lakatos credits von seidel discovering , 1847 , crucial analytic concept uniform convergence , analyzing incorrect proof cauchy's.in 1857 , von seidel decomposed first order monochromatic aberrations five constituent aberrations . `` , 'they commonly referred five seidel aberrations . ' , 'the lunar crater seidel named . ' , 'his doctoral students include eduard study hermann wiener . ' ]",German mathematician,german mathematician,Z,mathematician
Nicolaus_Copernicus,"['Nicolaus Copernicus (; Polish: Mikołaj Kopernik; German: Niclas Koppernigk, modern: Nikolaus Kopernikus; 19 February 1473 – 24 May 1543) was a Renaissance-era mathematician, astronomer, and Catholic canon who formulated a model of the universe that placed the Sun rather than Earth at its center.', ""In all likelihood, Copernicus developed his model independently of Aristarchus of Samos, an ancient Greek astronomer who had formulated such a model some eighteen centuries earlier.The publication of Copernicus' model in his book De revolutionibus orbium coelestium (On the Revolutions of the Celestial Spheres), just before his death in 1543, was a major event in the history of science, triggering the Copernican Revolution and making a pioneering contribution to the Scientific Revolution.Copernicus was born and died in Royal Prussia, a region that had been part of the Kingdom of Poland since 1466."", 'A polyglot and polymath, he obtained a doctorate in canon law and was a mathematician, astronomer, physician, classics scholar, translator, governor, diplomat, and economist.', ""In 1517 he derived a quantity theory of money—a key concept in economics—and in 1519 he formulated an economic principle that later came to be called Gresham's law."", 'Nicolaus Copernicus was born on 19 February 1473 in the city of Toruń (Thorn), in the province of Royal Prussia, in the Crown of the Kingdom of Poland.His father was a merchant from Kraków and his mother was the daughter of a wealthy Toruń merchant.']","[ 'nicolaus copernicus ( ; polish : mikołaj kopernik ; german : niclas koppernigk , modern : nikolaus kopernikus ; 19 february 1473 – 24 may 1543 ) renaissance-era mathematician , astronomer , catholic canon formulated model universe placed sun rather earth center . ' , `` likelihood , copernicus developed model independently aristarchus samos , ancient greek astronomer formulated model eighteen centuries earlier.the publication copernicus ' model book de revolutionibus orbium coelestium ( revolutions celestial spheres ) , death 1543 , major event history science , triggering copernican revolution making pioneering contribution scientific revolution.copernicus born died royal prussia , region part kingdom poland since 1466 . `` , ' polyglot polymath , obtained doctorate canon law mathematician , astronomer , physician , classics scholar , translator , governor , diplomat , economist . ' , `` 1517 derived quantity theory money—a key concept economics—and 1519 formulated economic principle later came called gresham 's law . `` , 'nicolaus copernicus born 19 february 1473 city toruń ( thorn ) , province royal prussia , crown kingdom poland.his father merchant kraków mother daughter wealthy toruń merchant . ' ]","Renaissance-era mathematician, astronomer, and clergyman who formulated the heliocentric model of the Universe","renaissance-era mathematician , astronomer , clergyman formulated heliocentric model universe",Z,mathematician
André-Marie_Ampère,"['André-Marie Ampère (UK: , US: ; French: [ɑ̃pɛʁ]; 20 January 1775 – 10 June 1836) was a French physicist and mathematician who was one of the founders of the science of classical electromagnetism, which he referred to as ""electrodynamics"".', 'He is also the inventor of numerous applications, such as the solenoid (a term coined by him) and the electrical telegraph.', 'As an autodidact, Ampère was a member of the French Academy of Sciences and professor at the École polytechnique and the Collège de France.', 'The SI unit of measurement of electric current, the ampere, is named after him.', 'His name is also one of the 72 names inscribed on the Eiffel Tower.']","[ 'andré-marie ampère ( uk : , us : ; french : [ ɑ̃pɛʁ ] ; 20 january 1775 – 10 june 1836 ) french physicist mathematician one founders science classical electromagnetism , referred `` electrodynamics '' . ' , 'he also inventor numerous applications , solenoid ( term coined ) electrical telegraph . ' , 'as autodidact , ampère member french academy sciences professor école polytechnique collège de france . ' , 'the si unit measurement electric current , ampere , named . ' , 'his name also one 72 names inscribed eiffel tower . ' ]",French physicist and mathematician,french physicist mathematician,Z,mathematician
Leonardo_da_Vinci,"['Leonardo da Vinci (15 April 1452 – 2 May 1519) was an Italian polymath of the High Renaissance who was active as a painter, draughtsman, engineer, scientist, theorist, sculptor and architect.', 'While his fame initially rested on his achievements as a painter, he also became known for his notebooks, in which he made drawings and notes on a variety of subjects, including anatomy, astronomy, botany, cartography, painting, and paleontology.', ""Leonardo's genius epitomized the Renaissance humanist ideal, and his collective works compose a contribution to later generations of artists matched only by that of his younger contemporary, Michelangelo.Born out of wedlock to a successful notary and a lower-class woman in, or near, Vinci, he was educated in Florence by the renowned Italian painter and sculptor Andrea del Verrocchio."", 'He began his career in the city, but then spent much time in the service of Ludovico Sforza in Milan.', 'Later, he worked in Florence and Milan again, as well as briefly in Rome, all while attracting a large following of imitators and students.']","[ 'leonardo da vinci ( 15 april 1452 – 2 may 1519 ) italian polymath high renaissance active painter , draughtsman , engineer , scientist , theorist , sculptor architect . ' , 'while fame initially rested achievements painter , also became known notebooks , made drawings notes variety subjects , including anatomy , astronomy , botany , cartography , painting , paleontology . ' , `` leonardo 's genius epitomized renaissance humanist ideal , collective works compose contribution later generations artists matched younger contemporary , michelangelo.born wedlock successful notary lower-class woman , near , vinci , educated florence renowned italian painter sculptor andrea del verrocchio . `` , 'he began career city , spent much time service ludovico sforza milan . ' , 'later , worked florence milan , well briefly rome , attracting large following imitators students . ' ]",Italian Renaissance polymath (1452-1519),italian renaissance polymath ( 1452-1519 ),Z,mathematician
Isaac_Newton,"['Sir Isaac Newton  (25 December 1642 – 20 March 1726/27) was an English mathematician, physicist, astronomer, theologian, and author (described in his time as a ""natural philosopher"") who is widely recognised as one of the greatest mathematicians and most influential scientists of all time and as a key figure in the scientific revolution.', 'His book Philosophiæ Naturalis Principia Mathematica (Mathematical Principles of Natural Philosophy), first published in 1687, established classical mechanics.', 'Newton also made seminal contributions to optics, and shares credit with Gottfried Wilhelm Leibniz for developing the infinitesimal calculus.', 'In Principia, Newton formulated the laws of motion and universal gravitation that formed the dominant scientific viewpoint until it was superseded by the theory of relativity.', ""Newton used his mathematical description of gravity to derive Kepler's laws of planetary motion, account for tides, the trajectories of comets, the precession of the equinoxes and other phenomena, eradicating doubt about the Solar System's heliocentricity.""]","[ 'sir isaac newton ( 25 december 1642 – 20 march 1726/27 ) english mathematician , physicist , astronomer , theologian , author ( described time `` natural philosopher '' ) widely recognised one greatest mathematicians influential scientists time key figure scientific revolution . ' , 'his book philosophiæ naturalis principia mathematica ( mathematical principles natural philosophy ) , first published 1687 , established classical mechanics . ' , 'newton also made seminal contributions optics , shares credit gottfried wilhelm leibniz developing infinitesimal calculus . ' , 'in principia , newton formulated laws motion universal gravitation formed dominant scientific viewpoint superseded theory relativity . ' , `` newton used mathematical description gravity derive kepler 's laws planetary motion , account tides , trajectories comets , precession equinoxes phenomena , eradicating doubt solar system 's heliocentricity . '' ]",British physicist and mathematician,british physicist mathematician,Z,mathematician
Albert_Einstein,"['Albert Einstein ( EYEN-styne; German: [ˈalbɛʁt ˈʔaɪnʃtaɪn] (listen); 14 March 1879 – 18 April 1955) was a German-born theoretical physicist, widely acknowledged to be one of the greatest physicists of all time.', 'Einstein is known for developing the theory of relativity, but he also made important contributions to the development of the theory of quantum mechanics.', 'Relativity and quantum mechanics are together the two pillars of modern physics.', 'His mass–energy equivalence formula E = mc2, which arises from relativity theory, has been dubbed ""the world\'s most famous equation"".', 'His work is also known for its influence on the philosophy of science.']","[ 'albert einstein ( eyen-styne ; german : [ ˈalbɛʁt ˈʔaɪnʃtaɪn ] ( listen ) ; 14 march 1879 – 18 april 1955 ) german-born theoretical physicist , widely acknowledged one greatest physicists time . ' , 'einstein known developing theory relativity , also made important contributions development theory quantum mechanics . ' , 'relativity quantum mechanics together two pillars modern physics . ' , 'his mass–energy equivalence formula e = mc2 , arises relativity theory , dubbed `` world\ 's famous equation '' . ' , 'his work also known influence philosophy science . ' ]",German-born theoretical physicist; developer of the theory of relativity (1879–1955),german-born theoretical physicist ; developer theory relativity ( 1879–1955 ),Z,mathematician
Blaise_Pascal,"['Blaise Pascal ( pask-AL, also UK:  -\u2060AHL, PASK-əl, -\u2060al, US:  pah-SKAHL; French: [blɛz paskal]; 19 June 1623 – 19 August 1662) was a French mathematician, physicist, inventor, philosopher, writer and Catholic theologian.', 'He was a child prodigy who was educated by his father, a tax collector in Rouen.', ""Pascal's earliest mathematical work was on conic sections; he wrote a significant treatise on the subject of projective geometry at the age of 16."", 'He later corresponded with Pierre de Fermat on probability theory, strongly influencing the development of modern economics and social science.', ""In 1642, while still a teenager, he started some pioneering work on calculating machines (called Pascal's calculators and later Pascalines), establishing him as one of the first two inventors of the mechanical calculator.He also worked in the natural and applied sciences, where he made important contributions to the study of fluids, and clarified the concepts of pressure and vacuum by generalising the work of Evangelista Torricelli.""]","[ 'blaise pascal ( pask-al , also uk : -\u2060ahl , pask-əl , -\u2060al , us : pah-skahl ; french : [ blɛz paskal ] ; 19 june 1623 – 19 august 1662 ) french mathematician , physicist , inventor , philosopher , writer catholic theologian . ' , 'he child prodigy educated father , tax collector rouen . ' , `` pascal 's earliest mathematical work conic sections ; wrote significant treatise subject projective geometry age 16 . `` , 'he later corresponded pierre de fermat probability theory , strongly influencing development modern economics social science . ' , `` 1642 , still teenager , started pioneering work calculating machines ( called pascal 's calculators later pascalines ) , establishing one first two inventors mechanical calculator.he also worked natural applied sciences , made important contributions study fluids , clarified concepts pressure vacuum generalising work evangelista torricelli . '' ]","French mathematician, physicist, inventor, writer, and Christian philosopher","french mathematician , physicist , inventor , writer , christian philosopher",Z,mathematician
Georg_Ohm,"['Georg Simon Ohm (, German: [ˈɡeːɔʁk ˈʔoːm]; 16 March 1789 – 6 July 1854) was a German physicist and mathematician.', 'As a school teacher, Ohm began his research with the new electrochemical cell, invented by Italian scientist Alessandro Volta.', 'Using equipment of his own creation, Ohm found that there is a direct proportionality between the potential difference (voltage) applied across a conductor and the resultant electric current.', ""This relationship is known as Ohm's law."", 'Georg Simon Ohm was born into a Protestant family in Erlangen, Brandenburg-Bayreuth (then a part of the Holy Roman Empire), son to Johann Wolfgang Ohm, a locksmith and Maria Elizabeth Beck, the daughter of a tailor in Erlangen.']","[ 'georg simon ohm ( , german : [ ˈɡeːɔʁk ˈʔoːm ] ; 16 march 1789 – 6 july 1854 ) german physicist mathematician . ' , 'as school teacher , ohm began research new electrochemical cell , invented italian scientist alessandro volta . ' , 'using equipment creation , ohm found direct proportionality potential difference ( voltage ) applied across conductor resultant electric current . ' , `` relationship known ohm 's law . `` , 'georg simon ohm born protestant family erlangen , brandenburg-bayreuth ( part holy roman empire ) , son johann wolfgang ohm , locksmith maria elizabeth beck , daughter tailor erlangen . ' ]",german physicist,german physicist,Z,mathematician
Eugenio_Calabi,"['Eugenio Calabi (born 11 May 1923 in Milan, Italy) is an Italian-born American mathematician and the Thomas A. Scott Professor of Mathematics, Emeritus, at the University of Pennsylvania, specializing in differential geometry, partial differential equations and their applications.', 'Calabi was a Putnam Fellow as an undergraduate at the Massachusetts Institute of Technology in 1946.', 'He received his Ph.D. in mathematics from Princeton University in 1950 after completing a doctoral dissertation, titled ""Isometric complex analytic imbedding of Kahler manifolds"", under the supervision of Salomon Bochner.', 'He later obtained a professorship at the University of Minnesota.', 'In 1964, Calabi joined the mathematics faculty at the University of Pennsylvania.']","[ 'eugenio calabi ( born 11 may 1923 milan , italy ) italian-born american mathematician thomas a. scott professor mathematics , emeritus , university pennsylvania , specializing differential geometry , partial differential equations applications . ' , 'calabi putnam fellow undergraduate massachusetts institute technology 1946 . ' , 'he received ph.d. mathematics princeton university 1950 completing doctoral dissertation , titled `` isometric complex analytic imbedding kahler manifolds '' , supervision salomon bochner . ' , 'he later obtained professorship university minnesota . ' , 'in 1964 , calabi joined mathematics faculty university pennsylvania . ' ]",Italian American mathematician,italian american mathematician,Z,mathematician
Albrecht_Dürer,"['Albrecht Dürer (; German: [ˈʔalbʁɛçt ˈdyːʁɐ]; 21 May 1471 – 6 April 1528), sometimes spelled in English as Durer or Duerer (without an umlaut), was a German painter, printmaker, and theorist of the German Renaissance.', 'Born in Nuremberg, Dürer established his reputation and influence across Europe in his twenties due to his high-quality woodcut prints.', ""He was in contact with the major Italian artists of his time, including Raphael, Giovanni Bellini and Leonardo da Vinci, and from 1512 was patronized by Emperor Maximilian I.   Dürer's vast body of work includes engravings, his preferred technique in his later prints, altarpieces, portraits and self-portraits, watercolours and books."", 'The woodcuts series are more Gothic than the rest of his work.', 'His well-known engravings include the  three Meisterstiche (master prints) Knight, Death and the Devil (1513), Saint Jerome in his Study (1514) and Melencolia I (1514).']","[ 'albrecht dürer ( ; german : [ ˈʔalbʁɛçt ˈdyːʁɐ ] ; 21 may 1471 – 6 april 1528 ) , sometimes spelled english durer duerer ( without umlaut ) , german painter , printmaker , theorist german renaissance . ' , 'born nuremberg , dürer established reputation influence across europe twenties due high-quality woodcut prints . ' , `` contact major italian artists time , including raphael , giovanni bellini leonardo da vinci , 1512 patronized emperor maximilian i. dürer 's vast body work includes engravings , preferred technique later prints , altarpieces , portraits self-portraits , watercolours books . `` , 'the woodcuts series gothic rest work . ' , 'his well-known engravings include three meisterstiche ( master prints ) knight , death devil ( 1513 ) , saint jerome study ( 1514 ) melencolia ( 1514 ) . ' ]","German painter, printmaker, mathematician, and theorist","german painter , printmaker , mathematician , theorist",Z,mathematician
Piero_della_Francesca,"['Piero della Francesca (, also US: , Italian: [ˈpjɛːro della franˈtʃeska] (listen); c.\u20091415 – 12 October 1492), originally named Piero di Benedetto, was an Italian painter of the Early Renaissance.', 'To contemporaries he was also known as a mathematician and geometer.', 'Nowadays Piero della Francesca is chiefly appreciated for his art.', 'His painting is characterized by its serene humanism, its use of geometric forms and  perspective.', 'His most famous work is the cycle of frescoes The History of the True Cross in the church of San Francesco in the Tuscan town of Arezzo.']","[ 'piero della francesca ( , also us : , italian : [ ˈpjɛːro della franˈtʃeska ] ( listen ) ; c.\u20091415 – 12 october 1492 ) , originally named piero di benedetto , italian painter early renaissance . ' , 'to contemporaries also known mathematician geometer . ' , 'nowadays piero della francesca chiefly appreciated art . ' , 'his painting characterized serene humanism , use geometric forms perspective . ' , 'his famous work cycle frescoes history true cross church san francesco tuscan town arezzo . ' ]",Italian painter (c. 1416-1492),italian painter ( c. 1416-1492 ),Z,mathematician
Gerardus_Mercator,"['Gerardus Mercator (; 5 March 1512 – 2 December 1594) was a 16th-century geographer, cosmographer and cartographer from the County of Flanders.', 'He is most renowned for creating the 1569 world map based on a new projection which represented sailing courses of constant bearing (rhumb lines) as straight lines—an innovation that is still employed in nautical charts.', 'Mercator was one of the pioneers of cartography and is widely considered the most notable figure of Netherlandish school of cartography in its golden age (approximately 1570s–1670s).', 'In his own day, he was a notable as maker of globes and scientific instruments.', 'In addition, he had interests in theology, philosophy, history, mathematics and geomagnetism.']","[ 'gerardus mercator ( ; 5 march 1512 – 2 december 1594 ) 16th-century geographer , cosmographer cartographer county flanders . ' , 'he renowned creating 1569 world map based new projection represented sailing courses constant bearing ( rhumb lines ) straight lines—an innovation still employed nautical charts . ' , 'mercator one pioneers cartography widely considered notable figure netherlandish school cartography golden age ( approximately 1570s–1670s ) . ' , 'in day , notable maker globes scientific instruments . ' , 'in addition , interests theology , philosophy , history , mathematics geomagnetism . ' ]","Dutch cartographer, philosopher and mathematician","dutch cartographer , philosopher mathematician",Z,mathematician
Carl_Friedrich_Gauss,"['Johann Carl Friedrich Gauss (; German: Gauß [kaʁl ˈfʁiːdʁɪç ˈɡaʊs] (listen); Latin: Carolus Fridericus Gauss; 30 April 1777 – 23 February 1855) was a German mathematician and physicist who made significant contributions to many fields in mathematics and science.', 'Sometimes referred to as the Princeps mathematicorum (Latin for \'""the foremost of mathematicians""\') and ""the greatest mathematician since antiquity"", Gauss had an exceptional influence in many fields of mathematics and science, and is ranked among history\'s most influential mathematicians.', 'Johann Carl Friedrich Gauss was born on 30 April 1777 in Brunswick (Braunschweig), in the Duchy of Brunswick-Wolfenbüttel (now part of Lower Saxony, Germany), to poor, working-class parents.', 'His mother was illiterate and never recorded the date of his birth, remembering only that he had been born on a Wednesday, eight days before the Feast of the Ascension (which occurs 39 days after Easter).', 'Gauss later solved this puzzle about his birthdate in the context of finding the date of Easter, deriving methods to compute the date in both past and future years.']","[ 'johann carl friedrich gauss ( ; german : gauß [ kaʁl ˈfʁiːdʁɪç ˈɡaʊs ] ( listen ) ; latin : carolus fridericus gauss ; 30 april 1777 – 23 february 1855 ) german mathematician physicist made significant contributions many fields mathematics science . ' , 'sometimes referred princeps mathematicorum ( latin \ ' '' foremost mathematicians '' \ ' ) `` greatest mathematician since antiquity '' , gauss exceptional influence many fields mathematics science , ranked among history\ 's influential mathematicians . ' , 'johann carl friedrich gauss born 30 april 1777 brunswick ( braunschweig ) , duchy brunswick-wolfenbüttel ( part lower saxony , germany ) , poor , working-class parents . ' , 'his mother illiterate never recorded date birth , remembering born wednesday , eight days feast ascension ( occurs 39 days easter ) . ' , 'gauss later solved puzzle birthdate context finding date easter , deriving methods compute date past future years . ' ]",German mathematician and physicist,german mathematician physicist,Z,mathematician
Évariste_Galois,"['Évariste Galois (; French: [evaʁist ɡalwa]; 25 October 1811 – 31 May 1832) was a French mathematician and political activist.', 'While still in his teens, he was able to determine a necessary and sufficient condition for a polynomial to be solvable by radicals, thereby solving a problem standing for 350 years.', 'His work laid the foundations for Galois theory and group theory, two major branches of abstract algebra, and the subfield of Galois connections.', 'He died at age 20 from wounds suffered in a duel.', 'Galois was born on 25 October 1811 to Nicolas-Gabriel Galois and Adélaïde-Marie (née Demante).']","[ 'évariste galois ( ; french : [ evaʁist ɡalwa ] ; 25 october 1811 – 31 may 1832 ) french mathematician political activist . ' , 'while still teens , able determine necessary sufficient condition polynomial solvable radicals , thereby solving problem standing 350 years . ' , 'his work laid foundations galois theory group theory , two major branches abstract algebra , subfield galois connections . ' , 'he died age 20 wounds suffered duel . ' , 'galois born 25 october 1811 nicolas-gabriel galois adélaïde-marie ( née demante ) . ' ]",French mathematician,french mathematician,Z,mathematician
Emmy_Noether,"['Amalie Emmy Noether (German: [ˈnøːtɐ]; 23 March 1882 – 14 April 1935) was a German mathematician who made many important contributions to abstract algebra.', ""She discovered Noether's theorem, which is fundamental in mathematical physics."", 'She invariably used the name ""Emmy Noether"" in her life and publications.', 'She was described by Pavel Alexandrov, Albert Einstein, Jean Dieudonné, Hermann Weyl and Norbert Wiener as the most important woman in the history of mathematics.', 'As one of the leading mathematicians of her time, she developed some theories of rings, fields, and algebras.']","[ 'amalie emmy noether ( german : [ ˈnøːtɐ ] ; 23 march 1882 – 14 april 1935 ) german mathematician made many important contributions abstract algebra . ' , `` discovered noether 's theorem , fundamental mathematical physics . `` , 'she invariably used name `` emmy noether '' life publications . ' , 'she described pavel alexandrov , albert einstein , jean dieudonné , hermann weyl norbert wiener important woman history mathematics . ' , 'as one leading mathematicians time , developed theories rings , fields , algebras . ' ]",German mathematician,german mathematician,Z,mathematician
